Title,Description,label
Guacamole,"A basic guacamole, made with just four ingredients Avocados, tomatoes, onions and lemon juice are blended together to make this wonderfully simple recipe",mexican
Coriander and cabbage slaw,"As part of a Tex-Mex vegetarian buffet, this dish is best served with black bean chilli, green rice, salsa cruda, stir-fried vegetables plus rich roast onions (all of which can be found on this site)",mexican
Mexican breakfast salsa,For a Mexican-inspired breakfast or brunch - try this delicious salsa served with cubed fried potatoes and eggs,mexican
Chicken Fajita Soup,"If you love chicken fajitas, you will love this soup Sauteed chicken is simmered with peppers, tomatoes, black beans and fajita seasoning Garnish with a dollop of soured cream and crumbled tortilla chips, if ",mexican
Mexican Baked Red Snapper,"Red snapper fillets are baked with a sauce made from onion, garlic, green peppers, cinnamon, lime juice, green olives, chillies and tomatoes It's a light, yet highly satisfying fish dish",mexican
Albóndigas Sinaloenses,"Lean steak mince meatballs in a warming and hearty tomato stock with rice and a touch of mint This warming supper is super easy to make, and your family will love a touch of something different",mexican
Black eye bean burritos,"Looking for a novel way to use up that tin of black eyed beans in the cupboard This recipe is tasty, super healthy and really simply Top with grated Cheddar cheese, if liked, and serve with tomato salsa and ",mexican
Nachos,"This starter is hearty enough to serve as a main course Tortilla chips are topped with chillied beans, vegetables, Cheddar cheese, salsa and soured cream",mexican
Mexican Butternut Squash and Bean Soup,"This soup is the perfect winter warmer It's slightly sweet, smoky and lightly spiced Butternut squash is simmered with chipotle peppers, tomatoes, beans and sweetcorn Serve topped with tortilla chips ",mexican
Moebius' beef enchiladas,"Delicious spicy beef enchiladas If you like a lot of heat, try stronger chilli powders to bump up the spiciness",mexican
Fiery three meat chilli,"Be warned, this chilli is not for the faint-hearted It's made with bacon, beef, pork, kidney beans and no less than twenty chillies Enjoy with rice, corn bread or over jacket potatoes",mexican
Great guacamole,"Feeling peckish Guacamole is a great starter or snack, served with tortilla chips Guacamole is also great on a burger",mexican
Turkey mince tacos,"Swap the beef for turkey mince for a lighter take on tacos The kids will love taco night, and so will you with this easy recipe",mexican
Mexican beef casserole,A tasty Mexican dish that can be adapted to make it as hot as you like,mexican
The ultimate guacamole,"This is a super-creamy avocado dip Avocados are pureed with lemon juice, shallots, garlic and coriander Serve with tortilla chips or alongside Mexican food",mexican
Slow cooker chilli with pumpkin,Give your chilli con carne an autumnal twist with the addition of pumpkin and loads of warming spices,mexican
Strawberry Basil Margarita,"I created this one night to use up some summer strawberries and some of my basil What a refreshing and delicious summer drink I know it sounds unusual, but try it and see",mexican
Pepe's chicken Fideo (Mexican spaghetti),"This version of the classic Mexican pasta dish is made with chicken fillets, plum tomatoes, spaghetti and spices like chilli powder for that extra 'kick'",mexican
Cheesy Vegetable Fajitas,"A great vegetarian fajita These are packed full of colourful vegetables, spiced with cumin and served in flour tortillas with Cheddar cheese and coriander",mexican
Slow cooker chicken and bean chilli,"This is a fantastic winter dish Shredded chicken is slowly cooked with tomatoes, hominy (hulled corn) and chilli beans in a seasoned chicken stock",mexican
Salsa cruda,"As part of a Tex-Mex vegetarian buffet, this dish is best served with black bean chilli, green rice, stir-fried vegetables, rich roast onions plus coriander and cabbage slaw (all of which can be found on this site)",mexican
Sopa De Lima (Lime Soup),"This Mexican chicken soup is light and refreshing anytime of the year If you like your food hot, add more chillies Serve the soup in bowls sprinkled with crumbled tortilla chips",mexican
Black bean salsa with sweetcorn,"A refreshing and versatile black bean and corn salsa perfect as a vegan dip, starter or salad Enjoy wrapped in a tortilla or as a dip with some crunchy tortilla chips",mexican
Zesty fresh guacamole,"A healthy, refreshing accompaniment to chilli con carne, nachos and tacos Made with warm red chillies and a zesty lime",mexican
Chilli Verde,"This is a fantastic Mexican recipe that is simple to make and a great use of tomatillos, or green husk tomatoes The aroma is heavenly, as is the lovely green colour that results from this very 'verde' dish",mexican
Cheesy Courgette Soup,"This is a Mexican inspired soup, made with tomatoes, courgettes, yellow squash, sweetcorn, processed cheese and chillies Serve with crushed tortilla chips, if desired It's the perfect winter warming soup",mexican
Tomatillo Salsa Verde,If you are lucky enough to get your hands on fresh tomatillos or even a tin or two at a Mexican grocery store - it's well worth making this salsa Adds a whole new flavour to tacos or fajitas,mexican
Mango Mania Salsa,If you like mangos you will love this mango salsa,mexican
Mexican Vegetable Tortilla Soup,"This is fantastic vegetarian alternative to the classic chicken tortilla soup Peppers, onion and sweetcorn are simmered together in a spicy tomato soup Serve with tortilla chips, grated Cheddar cheese and diced ",mexican
Egg and salsa breakfast tostada,"Tostada is Spanish for 'toasted' - and in Latin American cuisine tostadas refer to dishes that feature a toasted or deep fried tortilla Corn tortillas are typically used, but you can use flour ones also",mexican
Sweet and simple Mexican crème caramel,"You'll get your just deserts with this dessert (in a good way), with just four ingredients - eggs, vanilla, sugar and sweetened condensed milk A simple and sweet custard treat, this Mexican crème caramel, also known as ",mexican
Fantastic Fish Tacos,"Marinated tilapia fillets are grilled on the barbecue, then served in tortillas with tomatoes, chopped cabbage, coriander and a spicy lime dressing",mexican
Salsa,Fresh and zingy Mexican salsa Serve alongside a Mexican feast or with tortilla chips for a chunky dip,mexican
Pork Green Chilli,"A deliciously rich and hearty chilli, made by simmering together pork, garlic, onion, roasted green chillies, chopped tomatoes, tomatillo salsa and chicken stock",mexican
Ultimate guacamole,"The perfect avocado dip, that always does well at summer barbecues It's fresh, creamy and spicy Serve alongside Mexican food, a dip or use as a sandwich filler",mexican
Mexican pot,"A hearty Mexican style soup with beef, sweetcorn, kidney beans and chorizo, featuring subtle sour and spicy flavours Great for a cold day Best served with garlic and cheese bread",mexican
Mexican strawberry water (Agua fresca de fresa),This drink made with fresh strawberries and mint is a popular all over Mexico It's a lovely refreshing and flavourful way to cool down,mexican
Watermelon and Mint Agua Fresca,"This refreshing drink originates from Mexico Watermelon is pureed with water and sugar, then garnished with slices of lime and fresh mint leaves It's the perfect summer drink to enjoy all year long",mexican
"Tomato, avocado and sweetcorn salsa","This salsa is not only delicious, but it's also quick and easy to make Sweetcorn is mixed with olives, tomatoes, red onion, red pepper, chillies and avocados Serve as a dip with tortilla chips or as a condiment/sauce",mexican
Quick mango salsa,"Make it as chunky as you like with slices of chilli pepper layered on the top or dice till you drop Tastes great on lettuce, with chicken or fish, or own it's own with tortilla crisps",mexican
Vegetarian black bean chilli,"Black bean chilli over rice, with tortillas Some chopped Cheddar cheese on the table is also nice to put in the wraps, as it melts from the heat of the chilli and adds a great flavour Don't forget the tequila too",mexican
Lentil and okra soup,"A Mexican inspired soup that's packed full of protein Lentils are simmered with tomato, okra and potatoes in a seasoned chicken stock Serve for lunch or dinner",mexican
Pork and bean tacos,"This is a simple, yet delicious Mexican-style dish Taco shells are filled with a spicy pork and bean mixture, then topped with sliced olives Add grated cheese, if desired",mexican
Three meat chilli con carne,"This chilli dish is packed full of protein Sausagemeat is simmered with beef mince, stewing steak, tomatoes, beer, seasonings and kidney beans Serve with a jacket potato, rice or corn bread",mexican
Mexican Oxtail Soup,"This beef soup is jam-packed full of flavour Stewing steak is simmered with oxtail, vegetables, lentils and rice It's the perfect winter soup to be enjoyed all year long",mexican
Fiery Chilli,"A fantastic chilli con carne that will knock your socks off It's hearty, well flavoured and incredibly spicy Serve with rice, tortilla chips, corn bread or jacket potatoes",mexican
Chicken 'n' Bean Chilli,"This chilli dish is quick and easy to make and tastes fantastic Beans, sweetcorn, hominy (hulled corn), chicken and seasonings are simmered together Serve with a dollop of soured cream, with a jacket potato or rice",mexican
Fish in a spicy tomatillo sauce,"A wonderful fish dish, which has the perfect combination of flavours and textures Basa fillets are pan-seared, then simmered in a spicy tomatillo sauce and served with freshly cooked rice",mexican
Homemade flour tortillas,This homemade flour tortilla recipe produces warm and soft tortillas perfect for tacos or burritos,mexican
Perfect Mexican rice,"No Mexican feast is complete without a huge bowl of authentic Mexican rice The key here is to cook the rice properly and use a good quality stock and crisp, fresh herbs and vegetables",mexican
Summer salad with citrus dressing,Every summer my family meets up at the beach for a week and cooks massive meals This salad stays crisp and fresh for a buffet Perfect for picnics or your long and lazy summer barbecues in the garden,mexican
Extra mild super tasty fajitas,"Experience all the flavours of Mexican cooking but without the heat Succulent chicken strips coated in a smooth tomato stir-in sauce, topped with cool herb soured cream and wrapped up in a warm flour tortilla",mexican
Mexican Sweetcorn Cake,"This is a delightfully easy, rich, Mexican cake made with sweetcorn and sweetened with condensed milk",mexican
Warm minced beef and salsa dip,"This is a fun, Mexican-inspired warm cheesy dip, made by layering refried beans with spiced mince, salsa and grated cheddar cheese Serve with tortilla chips for a fantastic informal party dish",mexican
Coriander Chicken and Rice,"This chicken dish is delicious and super-easy to make Chicken is simmered with pureed coriander, hominy (hulled corn) and rice",mexican
Beef tortilla soup,"A simple, yet hearty Mexican-inspired soup Minced beef is simmered with kidney beans and sweetcorn in a taco-seasoned tomato soup Serve with tortilla chips, grated cheese and soured cream",mexican
Chipotle prawn tacos,A fabulous taco recipe that is nice enough for entertaining The flavour from the chipotle chiles in adobo sauce really sets this recipe apart Look for tinned chipotles in adobo sauce online or in speciality shops,mexican
Perfect Posole,"A hearty and comforting Mexican dish It's like a soup, but also like a stew Bacon is simmered with pork, chillies, hominy (hulled sweetcorn), enchilada sauce, seasonings and chicken stock Serve with soured ",mexican
Chicken and Green Chilli Stew,"This chicken stew is sure to keep you warm and toasty throughout the winter It's Mexican inspired and is made by simmering together chicken, herbs, chillies, carrots, tomatoes and potatoes Note: This stew has a ",mexican
Chicken and Bean Chilli Soup,"This is a hearty chicken soup, which is perfect for the cold winter months Chicken is simmered with tomatillos, tomatoes, beans, sweetcorn and cannellini beans",mexican
Mexican fish tacos with yoghurt herb sauce,"Fresh and flavourful, these corn tacos are filled with beer battered cod fillets and a delectable yoghurt mayonnaise sauce packed with herbs, green chilli and lime Deliver these golden corn parcels full of Mexican ",mexican
Cheesy Chicken and Bean Soup,"This chicken soup is hearty and delicious Chicken is simmered with roasted peppers, sweetcorn, black beans and cheese Garnish with tortilla chips before serving It's the perfect winter soup",mexican
"Beef, beans and vegetable chilli","A fantastic winter warmer Minced steak is simmered with carrots, pepper, onions, mushrooms and kidney beans in a well-spiced tomato sauce Enjoy with rice, corn bread or over jacket potatoes",mexican
Chorizo and mixed bean quesadillas,"A dish that bursts with flavour and is ready in 25 minutes This delicious quesadilla contains a delightful mixture of chorizo, cheese and rice",mexican
The Ultimate Chicken Tortilla Soup,"This Mexican soup is not only delicious and hearty, it's also easy to make Chicken is simmered with tomatoes in a chicken stock, then garnished with fried corn tortillas, sliced avocado and grated Cheddar",mexican
Chicken and rice with cumin and coriander,"Chicken wings are simmered with rice and lots of onion, ginger, garlic and fresh coriander in this delicious one-pot meal, arroz con pollo",mexican
Char-grilled tomatillo salsa ,"Fresh tomatillos are char-grilled till blackened, imparting a smoky flavour that you'll love in this salsa Serve with tortilla chips, or as an accompaniment to your favourite Mexican meal",mexican
Mexican five-layer dip,"This delicious dip is quick and easy to make Mashed avocados are layered with seasoned soured cream, tomatoes, cheese and spring onions Serve with tortilla chips",mexican
Mexican Layered Dip,"A well-flavoured and multi-dimensional dip Refried beans are layered with mashed avocado, taco seasoned soured cream, tomatoes, black olives, spring onions and grated cheese Enjoy with tortilla chips",mexican
Mexican turkey tacos,These tasty and healthy tacos combine classic Mexican ingredients with a healthy twist This dish is ideal for lunch or a light dinner,mexican
The perfect guacamole recipe,"Being a southern California local, I'm certainly an incredibly big Mexican food fan And no Mexican meals are complete without the accompaniment of some superb guacamole Now, I'd formerly been ",mexican
Tomatillo avocado salsa,"This is a superb recipe for a fresh green salsa The avocado gives the dish creaminess, whereas the tomatillo gives the dish tartness It's the perfect balance",mexican
Chorizo sausagemeat,"This Mexican pork sausagemeat is delicous It's mildy spiced and perfect for breakfast, brunch, lunch or dinner You can also use this recipe to make meatballs, if you prefer",mexican
Ultimate Chicken Soup,"This chicken soup is Mexican inspired Shredded chicken is simmered with tomatoes and seasonings in a chicken stock, then topped with diced avocados, grated Cheddar and crushed tortilla chips It's the perfect ",mexican
Mexican Martinis,These are a bit labour intensive but worth it Fresh limes and a good lime squeezer are a must,mexican
Slow cooker venison chilli,"This chilli is packed full of protein Sausagemeat and venison is pan-seared, then transferred to a slow cooker with cannellini beans and seasonings Serve with rice, mash, jacket potatoes or tortilla chips It's ",mexican
Quick Chicken Chilli,"This chilli dish is quick and easy to make Chicken is simmered with cannellini beans in a spicy chicken stock Serve with rice, corn bread or a jacket potato",mexican
Spiced Guacamole,"This is a fantastic Mexican style dip, which goes well with tortilla chips It's also great as a sandwich spread, served with fajitas or burritos",mexican
Chicken and green chilli soup,"A hot and spicy chicken soup Chicken is simmered with green chillies in a thick, creamy soup base Serve with fresh crusty bread for lunch or dinner",mexican
Perfect Chicken Enchilada Soup,"This soup is Mexican-inspired Chicken breasts are simmered with chicken stock, masa harina, enchilada sauce and Cheddar cheese Serve with grated cheese and crumbled tortilla chips, if desired",mexican
Mexican Style BBQ Spring Onions (Cebollitas),"When I was in Mexico last year, I ate cebollitas for the first time They often serve them there as an accompaniment to meat dishes or just as a snack Spring onions should be marinated for a while (at least 30 ",mexican
Christmas roast leg of pork ,This traditional Mexican recipe for roast leg of pork is a festive Christmas centrepiece that's a beautiful alternative to ham or turkey Enjoy at Christmas or for any special occasion,mexican
Mexican prawn cocktail,"Also known as Cocktel de Camaron This dish is the perfect starter or appetiser It's light, full of flavour and totally moreish Serve at your next dinner party or get-together",mexican
Chicken stuffed chillies,"These stuffed chillies are delicious as a main with some Mexican rice, or can even be served as a starter Adjust the spiciness of this dish by the type of chilli you use",mexican
My chilli ,"If you want a good, basic chilli con carne recipe - this is it No secret ingredients, just mince, tomatoes, kidney beans and some spices It's easy, delicious and sure to please everyone",mexican
Slow cooker posole,"This is a simple, yet deliciously hearty Mexican soup Pork and chicken is slow cooked with chillies and hominy (hulled sweetcorn) in a seasoned stock Garnish with fresh coriander Enjoy on those cold winter nights",mexican
California Style Guacamole,"A fresh and citrus-y version of the classic, kid friendly",mexican
Mango and white fish ceviche ,"Fresh and delicious, this Mexican ceviche will add punch to your next party An easy no-cook, make-ahead starter or nibble",mexican
Fajitas with Venison,"An excellent alternative to the classic chicken or beef fajitas Onions, peppers and venison are sauteed in a homemade fajita seasoning, then served in warmed flour tortillas",mexican
Chilli beef skewers,"Quick and easy Mexican-inspired skewers using convenient, premium cooked beef and microwaveable rice",mexican
Ben's steak fajitas,"This is easy to make and tasty meal for two people, serve with sour cream or crème fraiche, guacamole, mixed leaf green salad, chopped coriander and diced tomatoes",mexican
Sweet and spicy enchiladas,This is my take on a popular dish The contrast between the mild sweet sauce and the fiery stuffing is a challenge and a joy to the palate,mexican
White chicken and bean chilli,"This dish is hearty, delicious and quick and easy to make Chicken is simmered with beans in a spicy sauce Serve over rice, a jacket potato or with corn bread",mexican
Tropical Mahi Mahi Tacos,"These tacos are bursting with exotic flavours Pan-fried mahi mahi is topped with a mango salsa, drizzled with a soured cream sauce and wrapped in a flour tortilla Enjoy for lunch or dinner",mexican
Mexican Chicken Soup,"This soup is hearty, delicious and perfect for the cold winter nights Chicken is simmered together with sweetcorn, peppers and rice in a tomato soup base",mexican
Mexican green dip,"This green dip is delicious when served with salsa and tortilla chips It's made with avocados, tomatoes, tomatillos, garlic, chillies, coriander and soured cream",mexican
Creamy turkey tortilla soup,"This turkey tortilla soup is thick, creamy, and flavourful The enchilada sauce and spices are the key This recipe is great when you have leftover turkey from the holidays",mexican
Chargrilled fajitas,"Enchilada meets fajita A quick recipe I threw together for a late lunch with leftovers, super tasty and can easily be adapted to your own taste Took about half an hour to make including the preparation, it's super filling ",mexican
Carne en su jugo (Meat in its juices) ,"A comforting and quick Mexican stew - beef skirt steak is cooked in its juices with tomatillos and green chillies, then served with bacon, pinto beans and onion It is easy to make and very authentic",mexican
Classic Chicken Tortilla Soup,"A super delicious soup that's easy to make Chicken is simmered with sweetcorn, salsa and spices, then served with tortilla chips and grated Cheddar Perfect for those cold winter months",mexican
Beef and kale tacos,Grab your loved one and get together for a fun Mexican-inspired meal These tacos are great for using up leftover beef and with the addition of kale are nourishing too,mexican
Speedy guacamole,"According to my friends, this guacamole is truly delicious Make it at the very last moment Adjust the amount of pepper to your taste, and use lime if you prefer Above all, consider making a double recipe in case it ",mexican
Chicken and Tomatillo Soup,"This soup is packed full of flavour and is perfect for the winter months Chicken is simered with tomatillos in a spicy chicken stock, before being garnished with a dollop of soured cream and coriander",mexican
Venison burritos,"This is a fantastic slow cooker recipe Venison is slowly cooked with salsa, beans, sweetcorn and peppers, then blended with cream cheese and wrapped in a flour tortilla with Cheddar",mexican
Fiery salsa,"This salsa is pretty hot, feel free to make it as hot or mild as you want Avocados are blended with chillies, onion, garlic, tomatoes and seasonings Serve with anything you fancy",mexican
Slow cooker refried beans,"Refried beans without having to refry They are simple to make using dried pinto beans if you use a slow cooker They are seasoned with garlic, jalapeno chilli pepper and cumin Makes a lot so perfect for a ",mexican
Smooth Chilli Salsa,"A smooth, green and spicy salsa Coriander, garlic, chillies, lettuce, avocados, olive oil and water are blitzed together in a liquidiser Enjoy as a dip, condiment or as a sauce",mexican
Citrusy guacamole,"A wonderfully different guacamole recipe Avocados are mashed with lime juice, orange juice, pineapple juice, cumin, coriander and seasonings Perfect as a sandwich filler, a dip or a starter with tortilla chips",mexican
Mexican white rice with vegetables,"Long grain rice cooked with sweetcorn, peas and carrots in chicken stock with milk A popular side dish in Mexico",mexican
Turkey and Lentil Chilli,"A delicious and wholesome chilli, which is packed full of protein Turkey sausagemeat is simmered with lentils in a well spiced vegetable stock Garnish with yoghurt and chopped parsley",mexican
Mango guacamole,"A delicious guacamole that my mum used to make during the summer when mangos were all over our hometown It's sweet, tangy and like any good Mexican guacamole, spicy",mexican
Beef and pork tacos,"An Italian-inspired dish, which involves filling taco shells with a beef and sausagemeat sauce and topping them with mozzarella cheese A great alternative to the classic tacos",mexican
Margaritas on the Rocks,"Margaritas sure to please the margarita fanatic; as with anything, fresh ingredients are the key to a quality result",mexican
Beef and pepper tacos,This is a quick and easy Mexican inspired dish and is really fun to make for family supper night Be sure to have plenty of soured cream and guacamole on hand as it is disasterous to run out,mexican
Mexican sangrita ,"Sangrita is a favourite Mexican chaser that is traditionally served alongside a shot of tequila Serve sangrita at your next party, and guests will be talking about it the next day",mexican
Chicken and Bean Soup,"This healthy chicken soup is packed full of protein Chicken is simmered with four types of beans, sweetcorn and taco seasonings It's the perfect soup for the cold winter nights or during the summer served with ",mexican
Oaxaca Steak Tacos,"A simple, delicious and authentic Mexican taco recipe from Oaxaca The steak may be barbecued or grilled if you prefer",mexican
Carne con papas y ejote (Meat with potatoes and green beans),"My mom always made this when I was growing up Now my family loves it and for me it's my favourite comfort food Served with refried beans and warm flour tortillas, it is satisfying and delicious",mexican
Mexican Chicken and Hominy Soup,"Also known as posole This is a super-hearty and delicious soup It's traditionally served on special occasions, but you can enjoy it whenever you feel like something warm and comforting Perfect for the cold ",mexican
My chilli with red beans,"I discovered chilli con carne on a trip to Chicago where there is a large Hispanic community The chilli was excellent, so I tried to create my own version I bought the small red beans in an organic market and I found ",mexican
Tortas ahogadas (Mexican torta),"A torta is a Mexican sandwich Don't pass this recipe by thinking it's your ordinary sandwich shop variety, however This sandwich is worthy of a starring role at your next Mexican fiesta Traditionally served on bolillos ",mexican
Homemade salsa,"Easy to make and superb as a summer starter, served with salty, crunchy tortilla chips and maybe some guacamole on the side",mexican
Creamy vegetable soup with pumpkin flowers,"This is a Mexican soup also known as sopa de flor de calabaza It's packed with courgettes, sweetcorn, carrots and chopped pumpkin flowers Serve with crusty bread rolls or corn bread",mexican
Cheesy Chicken Vegetable and Tortilla Soup,"Don't be put off by the long ingredients list for this recipe, the resulting soup is really worth it It's hearty, delicious and perfect for those cold winter nights",mexican
Homemade enchilada sauce,"This is a more authentic Mexican enchilada sauce that doesn't contain tomatoes Onion and garlic are sauteed with cumin, cinnamon and chilli powder, then simmered with chicken stock",mexican
Speedy chicken and corn quesadilla,"I needed to go shopping so created a speedy quesadilla based on what I had available in my fridge/freezer and larder The result is a tasty, spicy quesadilla filled with chicken, corn, jalapenos and cheese Serve ",mexican
Pork and beef chilli con carne,"A fiery two-meat and four-pepper chilli, which is the perfect winter warmer Enjoy over freshly cooked rice, corn bread, tortilla chips or over jacket potatoes",mexican
Horchata ,"A very easy way to make great horchata A refreshing Mexican drink made with rice, milk, vanilla and cinnamon Enjoy this served over ice",mexican
Venison and Bacon Chilli,"A delicious change from the average chilli con carne Venison is simmered with bacon and beans in a well-seasoned sauce Enjoy with a jacket potato, rice or corn bread",mexican
Adobo guacamole,"This guacamole is a little different from your average guacamole Avocados are blended with lime juice, soured cream, salsa and adobo sauce The adobo sauce adds a delicious smokiness",mexican
Slow cooker shredded venison,"A simple, yet tasty way to serve venison Venison is seasoned with taco seasoning, seared, cooked in a slow cooker and shredded Serve with tacos or use as a sandwich filler",mexican
Crispy Dingley Dell pork fajitas,"This recipe is a great one for a group of people to get stuck in and build their own fajitas and one that we use with our outside catering too If making it for children, I would half the amount of chilli flakes though ",mexican
Mexican tomato pasta (Fideo),These vermicelli nests browned and simmered with tomato sauce and spices make an ideal side for meaty Mexican mains like carne asada Buen proveco,mexican
Sangrita,"Sangrita ('little blood') is the favourite tequila chaser in Mexico, and loads of fun for your next Mexican fiesta Freshly squeezed lime and orange juice is essential to this recipe if you want the best results",mexican
Mexican beef and vegetable soup,"An incredibly satisfying and hearty soup Beef is stewed with marrow bones, tomatoes, carrots, potato, chayotes, sweetcorn, cabbage and coriander Serve as a substantial lunch or dinner",mexican
Pork and Pinto Bean Soup,"This is an excellent Mexican pinto bean soup that is like a thick chilli soup Serve this with warm corn or flour tortillas You can use tinned pinto beans instead, if desired",mexican
"Fiery Bacon, Venison and Bean Soup","This soup is spicy, hearty and truly delicious Bacon is simmered with venison, sweetcorn and beans in a chilli-spiced soup base It's the perfect soup to serve during the cold winter months",mexican
Coconut and Rice Drink,"This is a twist on the traditional Mexican horchata Ground almonds, coconut and rice are soaked, then strained and blended with coconut milk and condensed milk",mexican
Chicken Soup with Crispy Tortillas,"This soup is super-easy to make and tastes fantastic Chicken, beans, sweetcorn and broccoli are simmered together in a seasoned tomato soup base, then topped with crispy tortilla strips and grated Cheddar ",mexican
Best-Ever Chicken Tortilla Soup,"This soup is super-easy to make and tastes absolutely delicious Chicken, chicken stock, salsa, creamed style corn, herbs and spices are simmered together, then served with crumbled tortilla chips and grated Cheddar ",mexican
Chicken Enchilada Soup I,This is a wonderful substantial Mexican-inspired soup It is a wonderful beginning to a fiesta Serve with tortilla chips on the side,mexican
Mexican rice pudding,"Rice pudding made the traditional Mexican way, with both whole and evaporated milk, and an aromatic touch of cinnamon",mexican
Chiles en Nogada (Stuffed Poblano Chillies),"This is an exotic recipe of stuffed green chillies with a savoury/sweet stuffing of chicken, raisins, walnuts, sugar and spices Poblano chillies are quite mild in flavour If you can't find them, use long green peppers ",mexican
Arroz rojo (Mexican red rice),Easy to make Use a different type of fresh chilli if you want milder or hotter rice A great side dish for your Mexican meal,mexican
Creamy tortilla soup,"This wonderful soup takes 10 minutes to make Chicken soup is heated with chopped tomatoes and passata, then poured over tortilla chips and grated Cheddar Perfect for the cold winter months",mexican
Mexican braised goat,"Goat meat marinated in a sauce with ancho chillies and spices, then slowly braised until soft This traditional dish known as ""birria"" is always accompanied with refried beans and corn tortillas, and is normally ",mexican
Mexican chipotle prawn pasta,Spaghetti or linguine with prawns and spinach tossed in a creamy chipotle tequila sauce A fantastic Mexican dish that's dinner party worthy,mexican
Tipsy fruit,"Only kidding While this Mexican-inspired fruity side dish won't get you tipsy, it is so delicious you might not stop eating it Watermelon, pineapple and strawberries are tossed with tequila, lime juice and agave nectar ",mexican
Spicy chicken and lime avocado soup,"This spicy chicken and lime soup topped with avocado, queso fresco and fresh coriander will appeal to anyone who is a fan of Mexican flavours",mexican
Super easy guacamole,This is an ultra-simple recipe for the popular avocado dip Avocados are blended with salsa and seasonings - that's it Enjoy as a dip with tortilla chips,mexican
Tomatillo salsa,"This flavour-packed salsa is completely different than the tomato-based salsas It has an unforgettable combination of chillies, tomatillos, coriander, garlic and lime Adjust the heat according to your taste",mexican
Simplest guacamole,Just two ingredients stand between you and the easiest guacamole Those two ingredients are avocados and garlic salt It's simple and delicious Serve as a dip or a sandwich filler,mexican
Sweetcorn Bean and Avocado Dip,"This is a modern take on the traditional guacamole Avocados are blended with black beans, sweetcorn, onion, salsa, coriander and chilli powder Use it as a dip, condiment or a sandwich filler",mexican
"Chicken, chickpea and tomato soup","A hearty soup, which will warm the cockles of your heart Chicken is simmered with black beans, chickpeas, tomatoes, condensed soup and spices Serve with crusty fresh bread or thick wedges of corn bread",mexican
Fish enchiladas,"These are made with halibut and served with sauce, soured cream, cheese and fresh coriander Add sliced chilli peppers or jalapenos if you like it spicy",mexican
Chicken tacos,This recipe is quick and easy - good for those nights you don't have a lot of time to prepare dinner Serve with all the extras so that everyone can make their own taco,mexican
Birria de chivo (Mexican braised goat),"Goat leg is slow-braised in a delicious sauce made with Mexican chillies, herbs and spices A traditional dish from the state of Jalisco, the land of tequila This is a special dish for special celebrations You can also ",mexican
Frozen margaritas,This slushy frozen margarita is the perfect refresher for a balmy evening Serve with chips and guacamole for a proper Mexican fiesta,mexican
Elote (Mexican corn on the cob) ,"A favourite Mexican street food, you can easily make this tasty corn on the cob at home Perfect for a vegetarian BBQ dish, or make under the grill if the weather isn't cooperating",mexican
Best-Ever Chicken Enchilada Soup,"This hearty soup will satiate any craving for Mexican food Chicken is simmered with onion, chicken stock, enchilada sauce and processed cheese Top with crumbled tortilla chips, if desired",mexican
Vegan black bean quesadillas,"These black bean vegan quesadillas pack a big punch, minus the fat of all that cheese Serve with guacamole",mexican
Cream of Green Chilli Soup,"A deliciously spicy Mexican-inspired soup, which is lightly tamed by the cream Green chillies, potatoes, chicken stock and cream are simmered together, then served with corn tortilla strips",mexican
Chicken tinga tacos,I have tried to duplicate a famous brand and its pretty close for these delish tinga tacos Serve with condiments or side dishes of your choice,mexican
Chard tacos,"This is a meatless taco in a corn tortilla Simple and delicious Perfect for meat-free Mondays, or any night of the week Make it vegetarian by using vegetable stock instead of chicken stock If you can't find queso fresco ",mexican
Licuado de mango,"Every town in Mexico has someone selling this fabulously refreshing mango smoothie-style drink Healthy and delicious don't always go hand in hand but this recipe is the exception Fresh, ripe mango with milk ",mexican
Cochinita pibil (Mexican pulled pork),"Pork shoulder cooked in orange juice, guajillo chillies and achiote paste, cooked in a pressure cooker or slow cooker Topped with a spicy habanero sauce Serve with corn tortillas",mexican
Michelada,"This is a Mexican alcoholic drink A salted rim mug is filled with salt, lemon juice, hot pepper sauce, soy sauce, tomato and claim juice mix and cold beer It's delicious and refreshing",mexican
Easy spicy salsa,"This tomato salsa is fresh, tasty and ready in just a few minutes Enjoy it as a dip for tortilla chips or spice up your hamburger",mexican
Chipotle chicken chilaquiles,"One of the many versions of the traditional Mexican breakfast Corn tortilla pieces are fried, then smothered in a creamy tomato chipotle sauce with chicken Mexicans consider this hearty dish to be a good ",mexican
Stacked chicken enchiladas,"These enchiladas are stacked like pancakes, not baked in oven Quick, easy and definitely family friendly",mexican
Pozole rojo (Mexican pork and hominy stew),The traditional Mexican dish in its red version: pork and hominy in a thick broth coloured and flavored with guajillo chillies,mexican
Sweetcorn cake,An easy Mexican cake made with fresh sweetcorn kernels and shop-bought pancake mix It's sweet - Mexicans enjoy it as a dessert with warm honey on top,mexican
Slow cooker tomatillo and pork stew,A Mexican inspired tender pork and tomatillo stew that you can make as spicy as you like by adding more or less jalapenos,mexican
Chilli and lime prawn fajitas,"Easy, quick and delicious recipe for prawn fajitas with green pepper, onions, garlic, chilli, coriander and lime",mexican
